ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,STATUS_Cancelled,STATUS_Disputed,STATUS_In Process,STATUS_On Hold,STATUS_Resolved,STATUS_Shipped,DEALSIZE_Large,DEALSIZE_Medium,DEALSIZE_Small,PRICE_PER_UNIT,HIGH_QUANTITY
10280,27,57.68,8,0.11058596301871787,2004-08-17,3,8,2004,Vintage Cars,53,S18_1367,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,Unknown,10100,Italy,EMEA,Accorti,Paolo,False,False,False,False,False,True,False,False,True,0.0040957764081006615,False
10289,24,56.07,1,0.09555486124918341,2004-09-03,3,9,2004,Vintage Cars,53,S18_1367,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,False,False,False,False,False,True,False,False,True,0.003981452552049309,False
10304,37,48.52,12,0.12747749027182095,2004-10-11,4,10,2004,Vintage Cars,53,S18_1367,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",,Versailles,Unknown,78000,France,EMEA,Tonini,Daniel,False,False,False,False,False,True,False,False,True,0.00344533757491408,False
10312,25,44.21,9,0.07848226205016048,2004-10-21,4,10,2004,Vintage Cars,53,S18_1367,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,False,True,0.0031392904820064195,False
10322,41,57.68,5,0.16792683273212716,2004-11-04,4,11,2004,Vintage Cars,53,S18_1367,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,False,False,False,False,False,True,False,False,True,0.004095776408100662,True
10332,27,89.89,16,0.17234001761013437,2004-11-17,4,11,2004,Vintage Cars,53,S18_1367,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,False,False,False,False,False,True,False,False,True,0.006382963615190162,False
10347,21,58.95,7,0.08790510409861677,2004-11-29,4,11,2004,Vintage Cars,53,S18_1367,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,False,False,False,False,False,True,False,False,True,0.00418595733802937,False
10356,22,72.41,6,0.11311812991734599,2004-12-09,4,12,2004,Vintage Cars,53,S18_1367,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,Unknown,75508,France,EMEA,Da Cunha,Daniel,False,False,False,False,False,True,False,False,True,0.005141733178061181,False
10369,32,98.63,7,0.22411452268014884,2005-01-20,1,1,2005,Vintage Cars,53,S18_1367,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,False,False,False,False,False,True,False,True,False,0.007003578833754651,False
10381,25,52.83,9,0.0937846166955435,2005-02-17,1,2,2005,Vintage Cars,53,S18_1367,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,False,False,False,False,False,True,False,False,True,0.00375138466782174,False
10391,42,100.0,3,0.3549010140028972,2005-03-09,1,3,2005,Vintage Cars,53,S18_1367,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,False,False,False,False,False,True,False,True,False,0.008450024142926124,True
10422,25,51.75,1,0.09186738432698044,2005-05-30,2,5,2005,Vintage Cars,53,S18_1367,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung,False,False,True,False,False,False,False,False,True,0.0036746953730792177,False
10110,37,100.0,16,0.385795438407135,2003-03-18,1,3,2003,Classic Cars,124,S18_1589,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,False,False,False,False,False,True,False,True,False,0.010426903740733379,False
10123,26,100.0,2,0.2182605731814696,2003-05-20,2,5,2003,Classic Cars,124,S18_1589,Atelier graphique,40.32.2555,"54, rue Royale",,Nantes,Unknown,44000,France,EMEA,Schmitt,Carine,False,False,False,False,False,True,False,True,False,0.008394637430056523,False
10137,44,99.55,2,0.3110318970659244,2003-07-10,3,7,2003,Classic Cars,124,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,Unknown,51100,France,EMEA,Henriot,Paul,False,False,False,False,False,True,False,True,False,0.007068906751498281,True
10148,47,100.0,9,0.41530661516175765,2003-09-11,3,9,2003,Classic Cars,124,S18_1589,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,False,False,False,False,False,True,False,True,False,0.00883631096088846,True
10161,43,100.0,8,0.43696779049620815,2003-10-17,4,10,2003,Classic Cars,124,S18_1589,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,Unknown,8200,Denmark,EMEA,Ibsen,Palle,False,False,False,False,False,True,False,True,False,0.0101620416394467,True
10172,42,100.0,6,0.352574772062374,2003-11-05,4,11,2003,Classic Cars,124,S18_1589,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie,False,False,False,False,False,True,False,True,False,0.008394637430056523,True
10181,42,100.0,2,0.38597722043911725,2003-11-12,4,11,2003,Classic Cars,124,S18_1589,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,False,False,False,False,False,True,False,True,False,0.009189933819978981,True
10192,29,100.0,7,0.3023802084812679,2003-11-20,4,11,2003,Classic Cars,124,S18_1589,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,False,False,False,False,False,True,False,True,False,0.010426903740733375,False
10204,40,100.0,13,0.2863067003720851,2003-12-02,4,12,2003,Classic Cars,124,S18_1589,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,False,False,False,False,False,True,False,True,False,0.007157667509302128,False
10212,38,100.0,6,0.31899622234214786,2004-01-16,1,1,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.008394637430056523,False
10226,38,100.0,4,0.2954937938478144,2004-02-26,1,2,2004,Classic Cars,124,S18_1589,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,False,False,False,False,False,True,False,True,False,0.0077761524696793255,False
10241,21,100.0,11,0.1781364501377567,2004-04-13,2,4,2004,Classic Cars,124,S18_1589,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,Unknown,67000,France,EMEA,Citeaux,Frederique,False,False,False,False,False,True,False,False,True,0.008482688101797939,False
10253,24,100.0,1,0.2396455250376346,2004-06-01,2,6,2004,Classic Cars,124,S18_1589,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,Unknown,WX1 6LT,UK,EMEA,Devon,Elizabeth,True,False,False,False,False,False,False,True,False,0.009985230209901441,False
10266,36,100.0,2,0.36900332320277224,2004-07-06,3,7,2004,Classic Cars,124,S18_1589,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,False,False,False,False,False,True,False,True,False,0.010250092311188118,False
10278,23,100.0,2,0.18494333513221803,2004-08-06,3,8,2004,Classic Cars,124,S18_1589,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,False,False,False,False,False,True,False,False,True,0.008041014570966001,False
10288,20,100.0,14,0.20853807481466757,2004-09-01,3,9,2004,Classic Cars,124,S18_1589,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Victorino,Wendy,False,False,False,False,False,True,False,False,True,0.010426903740733379,False
10301,32,100.0,4,0.24317891328429006,2003-10-05,4,10,2003,Classic Cars,124,S18_1589,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,Unknown,N 0106,Norway,EMEA,Klaeboe,Jan,False,False,False,False,False,True,False,True,False,0.007599341040134064,False
10311,29,100.0,9,0.20757235776976168,2004-10-16,4,10,2004,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.007157667509302127,False
10321,44,100.0,6,0.3188115999659159,2004-11-04,4,11,2004,Classic Cars,124,S18_1589,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta,False,False,False,False,False,True,False,True,False,0.007245718181043543,True
10331,44,100.0,14,0.3443377737381771,2004-11-17,4,11,2004,Classic Cars,124,S18_1589,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,False,False,False,False,False,True,False,True,False,0.00782585849404948,True
10343,36,100.0,4,0.41532365722725595,2004-11-24,4,11,2004,Classic Cars,124,S18_1589,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,Unknown,51100,France,EMEA,Henriot,Paul,False,False,False,False,False,True,False,True,False,0.011536768256312665,False
10367,49,56.3,1,0.1958914420427756,2005-01-12,1,1,2005,Classic Cars,124,S18_1589,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,False,False,False,False,True,False,False,False,True,0.003997784531485216,True
10378,34,42.64,5,0.10294543698696282,2005-02-10,1,2,2005,Classic Cars,124,S18_1589,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.003027806970204789,False
10407,59,100.0,11,0.5004785980060784,2005-04-22,2,4,2005,Classic Cars,124,S18_1589,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,True,False,False,True,False,False,0.008482688101797939,True
10419,37,100.0,1,0.36945351776635327,2005-05-17,2,5,2005,Classic Cars,124,S18_1589,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,Unknown,5020,Austria,EMEA,Pipps,Georg,False,False,False,False,False,True,False,True,False,0.00998523020990144,False
10106,36,100.0,12,0.37488283579969894,2003-02-17,1,2,2003,Planes,157,S18_1662,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,True,False,0.010413412105547193,False
10119,43,100.0,3,0.4911040418098674,2003-04-28,2,4,2003,Planes,157,S18_1662,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,Unknown,5020,Austria,EMEA,Pipps,Georg,False,False,False,False,False,True,False,True,False,0.01142102422813645,True
10131,21,100.0,4,0.19752179964211664,2003-06-16,2,6,2003,Planes,157,S18_1662,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,,Lewis,Dan,False,False,False,False,False,True,False,False,True,0.009405799982957935,False
10143,32,100.0,7,0.37265316556366634,2003-08-10,3,8,2003,Planes,157,S18_1662,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C,False,False,False,False,False,True,False,True,False,0.011645411423864573,False
10155,38,100.0,5,0.4637884511602806,2003-10-06,4,10,2003,Planes,157,S18_1662,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,Unknown,21240,Finland,EMEA,Karttunen,Matti,False,False,False,False,False,True,False,True,False,0.012204959241060015,False
10167,43,100.0,1,0.40927372397534584,2003-10-23,4,10,2003,Planes,157,S18_1662,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,Unknown,S-844 67,Sweden,EMEA,Larsson,Maria,True,False,False,False,False,False,False,True,False,0.009517993580821997,True
10178,42,100.0,4,0.46089414036981285,2003-11-08,4,11,2003,Planes,157,S18_1662,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,,Toulouse,Unknown,31000,France,EMEA,Roulet,Annette,False,False,False,False,False,True,False,True,False,0.010973670008805067,True
10186,32,100.0,1,0.4263924787684268,2003-11-14,4,11,2003,Planes,157,S18_1662,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,,London,Unknown,WA1 1DP,UK,EMEA,Hardy,Thomas,False,False,False,False,False,True,False,True,False,0.013324764961513337,False
10198,42,100.0,4,0.5314269889510609,2003-11-27,4,11,2003,Planes,157,S18_1662,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,False,False,False,False,False,True,True,False,False,0.012653023546453831,True
10210,31,100.0,17,0.406133723407277,2004-01-12,1,1,2004,Planes,157,S18_1662,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,False,False,False,False,False,True,False,True,False,0.013101087851847645,False
10222,49,100.0,4,0.4937995285028546,2004-02-19,1,2,2004,Planes,157,S18_1662,Collectable Mini Designs Co.,7605558146,361 Furth Circle,,San Diego,CA,91217,USA,,Thompson,Valarie,False,False,False,False,False,True,False,True,False,0.01007754139801744,True
10250,45,100.0,14,0.5794515295253785,2004-05-11,2,5,2004,Planes,157,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,False,False,True,True,False,False,0.012876700656119521,True
10262,49,100.0,9,0.4663816854602778,2004-06-24,2,6,2004,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,True,False,False,False,False,False,False,True,False,0.009517993580821995,True
10274,41,100.0,1,0.4774618683784475,2004-07-21,3,7,2004,Planes,157,S18_1662,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,False,False,False,False,False,True,False,True,False,0.011645411423864573,True
10284,45,100.0,11,0.4081468173942682,2004-08-21,3,8,2004,Planes,157,S18_1662,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,Unknown,N 0106,Norway,EMEA,Klaeboe,Jan,False,False,False,False,False,True,False,True,False,0.009069929275428183,True
10296,36,100.0,7,0.4031044962649473,2004-09-15,3,9,2004,Planes,157,S18_1662,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,Unknown,80686,Germany,EMEA,Donnermeyer,Michael,False,False,False,False,False,True,False,True,False,0.011197347118470759,False
10307,39,100.0,1,0.5240413838157185,2004-10-14,4,10,2004,Planes,157,S18_1662,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca,False,False,False,False,False,True,True,False,False,0.013436958559377397,False
10316,27,100.0,9,0.2630251086431676,2004-11-01,4,11,2004,Planes,157,S18_1662,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,False,False,False,False,False,True,False,True,False,0.009741670690487689,False
10327,25,100.0,6,0.19916138836026928,2004-11-10,4,11,2004,Planes,157,S18_1662,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,Unknown,1734,Denmark,EMEA,Petersen,Jytte,False,False,False,False,True,False,False,False,True,0.007966455534410772,False
10338,41,100.0,1,0.3994084983099952,2004-11-22,4,11,2004,Planes,157,S18_1662,Royale Belge,(071) 23 67 2555,"Boulevard Tirou, 255",,Charleroi,Unknown,B-6000,Belgium,EMEA,Cartrain,Pascale,False,False,False,False,False,True,False,True,False,0.009741670690487687,True
10351,39,99.52,1,0.2756042832391286,2004-12-03,4,12,2004,Planes,157,S18_1662,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,Unknown,WX3 6FW,UK,EMEA,Brown,Ann,False,False,False,False,False,True,False,True,False,0.0070667764933109905,False
10373,28,57.55,4,0.11442326810009375,2005-01-31,1,1,2005,Planes,157,S18_1662,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,Unknown,90110,Finland,EMEA,Koskitalo,Pirkko,False,False,False,False,False,True,False,False,True,0.004086545289289063,False
10386,25,54.57,7,0.09687349106711735,2005-03-01,1,3,2005,Planes,157,S18_1662,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,True,False,False,False,True,0.0038749396426846936,False
10398,33,100.0,11,0.29930766608913,2005-03-30,1,3,2005,Planes,157,S18_1662,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,Unknown,51100,France,EMEA,Henriot,Paul,False,False,False,False,False,True,False,True,False,0.009069929275428183,False
10400,34,100.0,1,0.45685659101883147,2005-04-01,2,4,2005,Planes,157,S18_1662,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,False,False,True,False,True,False,0.013436958559377396,False
10416,24,100.0,14,0.30904081574686854,2005-05-10,2,5,2005,Planes,157,S18_1662,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,Unknown,42100,Italy,EMEA,Moroni,Maurizio,False,False,False,False,False,True,False,True,False,0.012876700656119523,False
10100,30,100.0,3,0.3657653307580879,2003-01-06,1,1,2003,Vintage Cars,170,S18_1749,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,False,False,False,False,False,True,False,True,False,0.012192177691936264,False
10110,42,100.0,7,0.4309512312892323,2003-03-18,1,3,2003,Vintage Cars,170,S18_1749,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,Unknown,EC2 5NT,UK,EMEA,Ashworth,Victoria,False,False,False,False,False,True,False,True,False,0.010260743602124579,True
10124,21,100.0,6,0.20280057943022695,2003-05-21,2,5,2003,Vintage Cars,170,S18_1749,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue,False,False,False,False,False,True,False,False,True,0.009657170449058426,False
10149,34,100.0,11,0.38169966199903427,2003-09-12,3,9,2003,Vintage Cars,170,S18_1749,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue,False,False,False,False,False,True,False,True,False,0.01122646064703042,False
10162,29,100.0,9,0.36757605021728634,2003-10-18,4,10,2003,Vintage Cars,170,S18_1749,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie,False,False,False,False,False,True,False,True,False,0.012675036214389184,False
10173,24,100.0,13,0.24915499758570742,2003-11-05,4,11,2003,Vintage Cars,170,S18_1749,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,Unknown,24100,Italy,EMEA,Rovelli,Giovanni,False,False,False,False,False,True,False,True,False,0.01038145823273781,False
10182,44,100.0,10,0.5364558184451956,2003-11-12,4,11,2003,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,True,False,False,0.012192177691936264,True
10193,21,100.0,14,0.22308063737324965,2003-11-21,4,11,2003,Vintage Cars,170,S18_1749,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,False,False,False,False,False,True,False,True,False,0.01062288749396427,False
10204,33,100.0,4,0.4182761950748431,2003-12-02,4,12,2003,Vintage Cars,170,S18_1749,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff,False,False,False,False,False,True,False,True,False,0.012675036214389184,False
10214,30,100.0,7,0.42370835345243846,2004-01-26,1,1,2004,Vintage Cars,170,S18_1749,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",,Madrid,Unknown,28023,Spain,EMEA,Sommer,Mart¡n,False,False,False,False,False,True,False,True,False,0.014123611781747949,False
10227,26,100.0,10,0.26364075325929504,2004-03-02,1,3,2004,Vintage Cars,170,S18_1749,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,Unknown,69004,France,EMEA,Saveley,Mary,False,False,False,False,False,True,False,True,False,0.010140028971511348,False
10241,41,100.0,2,0.5394736842105263,2004-04-13,2,4,2004,Vintage Cars,170,S18_1749,Mini Caravy,88.60.1555,"24, place Kluber",,Strasbourg,Unknown,67000,France,EMEA,Citeaux,Frederique,False,False,False,False,False,True,True,False,False,0.013157894736842106,True
10280,26,100.0,16,0.26050217286335103,2004-08-17,3,8,2004,Vintage Cars,170,S18_1749,Amica Models & Co.,011-4988555,Via Monte Bianco 34,,Torino,Unknown,10100,Italy,EMEA,Accorti,Paolo,False,False,False,False,False,True,False,True,False,0.010019314340898117,False
10288,32,100.0,5,0.417189763399324,2004-09-01,3,9,2004,Vintage Cars,170,S18_1749,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,Unknown,69045,Singapore,APAC,Victorino,Wendy,False,False,False,False,False,True,False,True,False,0.013037180106228875,False
10302,43,100.0,1,0.5190729116368904,2003-10-06,4,10,2003,Vintage Cars,170,S18_1749,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,Unknown,WX1 6LT,UK,EMEA,Devon,Elizabeth,False,False,False,False,False,True,True,False,False,0.012071463061323033,True
10312,48,100.0,17,0.5736359246740705,2004-10-21,4,10,2004,Vintage Cars,170,S18_1749,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,True,False,False,0.011950748430709804,True
10331,44,74.04,7,0.23132899707444546,2004-11-17,4,11,2004,Vintage Cars,170,S18_1749,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa,False,False,False,False,False,True,False,True,False,0.005257477206237397,True
10344,45,100.0,1,0.5432158377595365,2004-11-25,4,11,2004,Vintage Cars,170,S18_1749,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,Unknown,13008,France,EMEA,Lebihan,Laurence,False,False,False,False,False,True,True,False,False,0.012071463061323034,True
10367,37,100.0,3,0.3340109921322465,2005-01-12,1,1,2005,Vintage Cars,170,S18_1749,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie,False,False,False,False,True,False,False,True,False,0.009027324111682338,False
10379,39,100.0,2,0.3834145198398046,2005-02-10,1,2,2005,Vintage Cars,170,S18_1749,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.009831141534353965,False
10407,76,100.0,2,1.0,2005-04-22,2,4,2005,Vintage Cars,170,S18_1749,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,,Frick,Sue,False,False,False,True,False,False,True,False,False,0.013157894736842105,True
10420,37,100.0,5,0.3751810719459199,2005-05-29,2,5,2005,Vintage Cars,170,S18_1749,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,False,False,True,False,False,False,False,True,False,0.010140028971511348,False
10108,38,82.39,2,0.22231516459794928,2003-03-03,1,3,2003,Classic Cars,77,S18_1889,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,Unknown,1227 MM,Philippines,Japan,Cruz,Arnold,False,False,False,False,False,True,False,True,False,0.005850399068367086,False
10122,43,72.38,6,0.22100292555457723,2003-05-08,2,5,2003,Classic Cars,77,S18_1889,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",,Marseille,Unknown,13008,France,EMEA,Lebihan,Laurence,False,False,False,False,False,True,False,True,False,0.005139602919873889,True
10135,48,79.31,3,0.2703212429346437,2003-07-02,3,7,2003,Classic Cars,77,S18_1889,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie,False,False,False,False,False,True,False,True,False,0.005631692561138411,True
10147,26,82.39,3,0.15211037577754424,2003-09-05,3,9,2003,Classic Cars,77,S18_1889,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen,False,False,False,False,False,True,False,False,True,0.005850399068367086,False
10160,38,88.55,4,0.23893685914732868,2003-10-11,4,10,2003,Classic Cars,77,S18_1889,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael,False,False,False,False,False,True,False,True,False,0.0062878120828244385,False
10170,20,63.14,2,0.08966966796375721,2003-11-04,4,11,2003,Classic Cars,77,S18_1889,Mini Auto Werke,7675-3555,Kirchgasse 6,,Graz,Unknown,8010,Austria,EMEA,Mendel,Roland,False,False,False,False,False,True,False,False,True,0.00448348339818786,False
10181,22,73.92,10,0.115477035816741,2003-11-12,4,11,2003,Classic Cars,77,S18_1889,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",,Bergen,Unknown,N 5804,Norway,EMEA,Oeztan,Veysel,False,False,False,False,False,True,False,False,True,0.005248956173488227,False
10192,45,90.86,15,0.2903328883460675,2003-11-20,4,11,2003,Classic Cars,77,S18_1889,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie,False,False,False,False,False,True,False,True,False,0.006451841963245945,True
10203,45,85.47,4,0.27310975090180933,2003-12-02,4,12,2003,Classic Cars,77,S18_1889,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,True,False,0.006069105575595763,True
10212,20,66.99,14,0.0951373306444741,2004-01-16,1,1,2004,Classic Cars,77,S18_1889,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,Unknown,28034,Spain,EMEA,Freyre,Diego,False,False,False,False,False,True,False,False,True,0.004756866532223705,False
10225,47,64.68,5,0.21586332263470334,2004-02-22,1,2,2004,Classic Cars,77,S18_1889,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,,Gensve,Unknown,1203,Switzerland,EMEA,Holz,Michael,False,False,False,False,False,True,False,True,False,0.0045928366518021985,True
10239,46,73.92,4,0.24145198398045845,2004-04-12,2,4,2004,Classic Cars,77,S18_1889,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,Unknown,90110,Finland,EMEA,Koskitalo,Pirkko,False,False,False,False,False,True,False,True,False,0.005248956173488227,True
